Model,Engine_Size,Mileage,Doors,Owner_Count,Price,Brand_BMW,Brand_Chevrolet,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Toyota,Brand_Volkswagen,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Transmission_Semi-Automatic,Car_Age
Tiguan,0.8500000000000001,0.8397816765692413,2,4,0.2921293172198025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,19
Corolla,0.44999999999999996,0.5819046285367528,4,5,0.19679774246978712,False,False,False,False,False,False,False,True,False,False,False,False,False,True,19
5 Series,0.5,0.8673121678303025,5,1,0.2880804858597632,True,False,False,False,False,False,False,False,False,False,False,True,False,False,14
Malibu,0.44999999999999996,0.8447096245023706,2,4,0.10011655726642538,False,True,False,False,False,False,False,False,False,False,False,True,True,False,19
GLA,0.22499999999999998,0.3318796220350625,3,5,0.368566345622968,False,False,False,False,False,False,True,False,False,False,True,False,True,False,15
Fiesta,0.725,0.8933122611879089,3,2,0.511686399607386,False,False,True,False,False,False,False,False,False,True,False,False,False,False,11
X5,0.8999999999999999,0.265529037549763,5,5,0.49727010612845834,True,False,False,False,False,False,False,False,False,False,False,False,True,False,15
RAV4,0.625,0.28545755229693054,3,4,0.6924115084964113,False,False,False,False,False,False,False,True,False,True,False,False,False,False,12
E-Class,0.8500000000000001,0.00637499083094938,4,4,0.5681246549291454,False,False,False,False,False,False,True,False,False,False,True,False,False,False,24
Fiesta,0.55,0.8445229092897487,3,5,0.36396540089565055,False,False,True,False,False,False,False,False,False,False,False,True,False,False,11
E-Class,0.55,0.6782663492508052,2,4,0.20428194589289003,False,False,False,False,False,False,True,False,False,False,False,False,False,True,18
Elantra,0.8,0.6054074059255407,3,3,0.6912459358321575,False,False,False,False,True,False,False,False,False,True,False,False,True,False,3
X5,0.475,0.9897206607051167,4,2,0.0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,23
Sportage,0.09999999999999998,0.8756143263915285,4,1,0.21145941966750506,False,False,False,False,False,True,False,False,False,False,True,False,False,True,11
Q5,0.925,0.7401090950313748,3,3,0.7827740629409239,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
Focus,0.8999999999999999,0.3266749354832257,5,4,0.4931599288387215,False,False,True,False,False,False,False,False,False,False,False,True,False,False,19
Sportage,0.6,0.4398076833309994,4,1,0.2368566345622968,False,False,False,False,False,True,False,False,False,False,True,False,True,False,25
X5,0.8999999999999999,0.9569821486919933,4,4,0.07723452548923379,True,False,False,False,False,False,False,False,False,False,False,False,True,False,24
Malibu,0.375,0.7200605490760931,5,3,0.16440709158947306,False,True,False,False,False,False,False,False,False,False,False,True,False,True,17
CR-V,0.44999999999999996,0.6714345729889771,3,5,0.2190663149500031,False,False,False,True,False,False,False,False,False,False,False,False,True,False,16
3 Series,0.725,0.8770547008888978,4,3,0.4317526532114594,True,False,False,False,False,False,False,False,False,False,False,True,True,False,4
A3,0.8500000000000001,0.30651636092050605,2,2,0.6723513894853077,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
Sportage,0.07500000000000001,0.6597615379998799,5,5,0.41353291209128273,False,False,False,False,False,True,False,False,False,False,True,False,True,False,4
RAV4,0.0,0.3582564800181381,4,5,0.26072020121464945,False,False,False,False,False,False,False,True,False,False,False,False,False,False,19
5 Series,0.025000000000000022,0.59353431892292,3,1,0.27231458192748914,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14
5 Series,0.75,0.2821400230726656,2,2,0.6506962763020674,True,False,False,False,False,False,False,False,False,True,False,False,False,False,16
Optima,0.7749999999999999,0.3950327085042111,2,4,0.6643150726949267,False,False,False,False,False,True,False,False,False,False,True,False,False,True,5
Accord,0.42500000000000004,0.724184954754903,4,5,0.19354640819581623,False,False,False,True,False,False,False,False,False,False,False,True,True,False,16
Camry,0.4,0.39348897379985465,3,4,0.27231458192748914,False,False,False,False,False,False,False,True,False,False,False,True,False,False,23
A4,0.825,0.6232853875340921,3,5,0.5312557511809092,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5
GLA,0.07500000000000001,0.2631884289915378,5,2,0.6576283663578921,False,False,False,False,False,False,True,False,False,True,False,False,False,True,2
GLA,0.0,0.9873600469455391,5,1,0.07214281332433595,False,False,False,False,False,False,True,False,False,False,True,False,True,False,15
RAV4,0.25,0.7736978281019732,3,5,0.40844119992638483,False,False,False,False,False,False,False,True,False,False,False,True,False,False,6
Explorer,0.32499999999999996,0.12842339008142117,5,2,0.3637200171768603,False,False,True,False,False,False,False,False,False,True,False,False,True,False,24
X5,0.475,0.9836990950980589,5,1,0.22072265505183733,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15
Camry,0.30000000000000004,0.8744273511112889,4,4,0.2425618060241703,False,False,False,False,False,False,False,True,False,False,True,False,True,False,12
Explorer,0.725,0.752905755496429,5,3,0.3608981044107724,False,False,True,False,False,False,False,False,False,True,False,False,False,True,17
Equinox,0.5,0.7694333860136969,5,4,0.6063431691307282,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
Malibu,0.375,0.31576209814551787,5,3,0.3131709711060672,False,True,False,False,False,False,False,False,False,False,False,True,True,False,17
C-Class,0.525,0.940824614399744,2,2,0.46966443776455435,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3
A3,0.4,0.9415714752502318,5,5,0.14422428071897428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19
C-Class,0.75,0.6396129660378365,3,5,0.21237960861296853,False,False,False,False,False,False,True,False,False,False,False,False,True,False,21
Fiesta,0.30000000000000004,0.8550023005981555,4,5,0.17606281823201034,False,False,True,False,False,False,False,False,False,False,True,False,False,False,21
Sportage,0.275,0.24700422109748535,5,4,0.6758481074780688,False,False,False,False,False,True,False,False,False,True,False,False,False,True,4
Golf,0.725,0.7700302078540421,5,3,0.43432918225875716,False,False,False,False,False,False,False,False,True,False,False,True,True,False,6
5 Series,0.175,0.18713198765012237,3,1,0.4586835163486902,True,False,False,False,False,False,False,False,False,False,False,True,True,False,9
C-Class,0.925,0.8538053227172399,3,2,0.2869762591252071,False,False,False,False,False,False,True,False,False,False,False,False,False,True,15
Golf,0.42500000000000004,0.03163155753829329,2,1,0.5465308876756028,False,False,False,False,False,False,False,False,True,False,True,False,False,False,19
A3,0.95,0.2674562052800395,2,3,0.6192871602969143,False,False,False,False,False,False,False,False,False,False,False,True,False,False,14
A4,0.925,0.5024239635638599,2,4,0.6186737009999387,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
Q5,0.175,0.6901594414547783,2,3,0.4330409177351082,False,False,False,False,False,False,False,False,False,True,False,False,False,True,7
A3,0.55,0.5435213155420409,3,3,0.5483712655665297,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2
Corolla,0.25,0.4837124318989604,3,5,0.07343107784798478,False,False,False,False,False,False,False,True,False,False,False,False,True,False,25
Focus,0.09999999999999998,0.9286881255793172,5,4,0.16735169621495613,False,False,True,False,False,False,False,False,False,False,False,True,False,True,9
Elantra,0.8,0.8973299724595061,3,2,0.46107600760689527,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8
Sportage,0.32499999999999996,0.20685378198331567,2,2,0.3777682350776026,False,False,False,False,False,True,False,False,False,False,False,True,True,False,15
Q5,0.22499999999999998,0.17555897866778697,5,3,0.6040120238022207,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
Camry,0.0,0.592624082261388,3,2,0.22967916078768172,False,False,False,False,False,False,False,True,False,False,False,True,True,False,11
Civic,0.15000000000000002,0.5272337474410013,3,4,0.2843997300779093,False,False,False,True,False,False,False,False,False,True,False,False,True,False,18
Impala,0.07500000000000001,0.17346510092624082,5,1,0.74584381326299,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4
Camry,0.125,0.39018144717626585,2,5,0.5005214404024293,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
Camry,0.2,0.9048352571668634,4,4,0.12091282743389978,False,False,False,False,False,False,False,True,False,True,False,False,False,False,25
Sonata,0.4,0.8668287087976208,3,3,0.21464940801177843,False,False,False,False,True,False,False,False,False,False,True,False,False,True,15
RAV4,0.175,0.7827368449130107,3,1,0.1658793939022146,False,False,False,False,False,False,False,True,False,False,False,True,True,False,13
Optima,0.15000000000000002,0.7403624942485046,5,4,0.3348260842893074,False,False,False,False,False,True,False,False,False,True,False,False,False,False,16
Passat,0.2,0.6495355459086029,3,3,0.03699159560763143,False,False,False,False,False,False,False,False,True,False,False,True,True,False,23
Focus,0.25,0.48660985189482603,2,2,0.4036562174099748,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12
Fiesta,0.09999999999999998,0.10255999893305594,4,3,0.5327280534936507,False,False,True,False,False,False,False,False,False,False,True,False,False,False,14
Q5,0.675,0.19061956108588232,3,1,0.5616833323109012,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10
Sportage,0.75,0.16889391241722848,3,4,0.6616771977179314,False,False,False,False,False,True,False,False,False,False,False,False,False,True,6
RAV4,0.925,0.7669560752462307,2,3,0.1532421323845163,False,False,False,False,False,False,False,True,False,False,False,False,False,True,24
Civic,0.8,0.9107968071698641,2,4,0.400956996503282,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6
Elantra,0.8500000000000001,0.564900207387254,2,2,0.30734310778479845,False,False,False,False,True,False,False,False,False,False,True,False,False,True,22
X5,0.30000000000000004,0.9540780602956769,4,5,0.4954297282375314,True,False,False,False,False,False,False,False,False,True,False,False,False,False,5
Malibu,0.9750000000000001,0.8091670500996926,5,4,0.2052021348383535,False,True,False,False,False,False,False,False,False,False,False,False,True,False,21
Elantra,0.6,0.7580170844419549,4,5,0.43874608919698177,False,False,False,False,True,False,False,False,False,True,False,False,True,False,11
Optima,0.175,0.26479217929995136,4,2,0.17244340837985403,False,False,False,False,False,True,False,False,False,False,False,False,True,False,23
Corolla,0.55,0.0995592187302032,2,2,0.47248635053064225,False,False,False,False,False,False,False,True,False,False,False,True,False,False,20
Tiguan,0.825,0.8717366515293976,4,5,0.2190049690203055,False,False,False,False,False,False,False,False,True,False,False,False,False,True,17
Optima,0.04999999999999999,0.5695547509019011,4,4,0.2688792098644255,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15
X5,0.7749999999999999,0.29072892285327523,5,4,0.4143917551070486,True,False,False,False,False,False,False,False,False,True,False,False,False,True,24
C-Class,0.475,0.7267056101252992,4,4,0.29691429973621253,False,False,False,False,False,False,True,False,False,False,False,True,True,False,11
Passat,0.7749999999999999,0.2376051106621055,5,2,0.691614011410343,False,False,False,False,False,False,False,False,True,True,False,False,False,False,15
5 Series,0.875,0.3036356119257674,2,1,0.5875713146432734,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9
Civic,0.8500000000000001,0.08298157520955449,3,3,0.7362125023004724,False,False,False,True,False,False,False,False,False,False,False,True,False,True,5
Sportage,0.8,0.5181980648301892,3,5,0.2571007913624931,False,False,False,False,False,True,False,False,False,False,True,False,False,True,25
E-Class,0.375,0.5723421422903288,3,2,0.45187411815226064,False,False,False,False,False,False,True,False,False,True,False,False,False,True,11
CR-V,0.95,0.9849327491814538,3,5,0.42886939451567385,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10
Golf,0.725,0.6913630877361447,2,5,0.38966934543893017,False,False,False,False,False,False,False,False,True,False,False,True,False,False,15
C-Class,0.125,0.29741399430518606,5,5,0.5468989632537881,False,False,False,False,False,False,True,False,False,True,False,False,False,False,13
3 Series,0.8999999999999999,0.26404198424923814,4,4,0.39353413900987666,True,False,False,False,False,False,False,False,False,False,True,False,True,False,24
E-Class,0.575,0.9934116203546255,2,3,0.2417029630084044,False,False,False,False,False,False,True,False,False,False,False,False,False,False,15
Fiesta,0.625,0.596571775328252,2,3,0.3264216919207411,False,False,True,False,False,False,False,False,False,False,False,False,False,True,14
